sset No,Description,Status,ราคาเช่า,
1455,S62-152,200L,ไม่ใช้งาน,200,0
1454,S62-153,200L,ไม่ใช้งาน,200,0
1451,S62-156,200L,ไม่ใช้งาน,200,0
1449,S62-158,200L,ไม่ใช้งาน,200,0
1448,S62-159,200L,ไม่ใช้งาน,200,0
1444,S62-163,200L,ไม่ใช้งาน,200,0
540,S62-165,200L,ไม่ใช้งาน,200,0
1440,S62-167,200L,ไม่ใช้งาน,200,0
1439,S62-168,200L,ไม่ใช้งาน,200,0
1437,S62-170,200L,ไม่ใช้งาน,200,0
1436,S62-171,200L,ไม่ใช้งาน,200,0
1435,S62-172,200L,ไม่ใช้งาน,200,0
1434,S62-173,200L,ไม่ใช้งาน,200,0
1431,S62-176,200L,ไม่ใช้งาน,200,0
1430,S62-177,200L,ไม่ใช้งาน,200,0
1429,S62-178,200L,ไม่ใช้งาน,200,0
1428,S62-179,200L,ไม่ใช้งาน,200,0
1427,S62-180,200L,ไม่ใช้งาน,200,0
1423,S62-184,200L,ไม่ใช้งาน,200,0
1421,S62-186,200L,ไม่ใช้งาน,200,0
1420,S62-187,200L,ไม่ใช้งาน,200,0
1419,S62-188,200L,ไม่ใช้งาน,200,0
1418,S62-189,200L,ไม่ใช้งาน,200,0
1417,S62-190,200L,ไม่ใช้งาน,200,0
1415,S62-192,200L,ไม่ใช้งาน,200,0
1414,S62-193,200L,ไม่ใช้งาน,200,0
1413,S62-194,200L,ไม่ใช้งาน,200,0
1411,S62-196,200L,ไม่ใช้งาน,200,0
1409,S62-198,200L,ไม่ใช้งาน,200,0
1408,S62-199,200L,ไม่ใช้งาน,200,0
1407,S62-200,200L,ไม่ใช้งาน,200,0
1406,S62-201,200L,ไม่ใช้งาน,200,0
1405,S62-202,200L,ไม่ใช้งาน,200,0
1404,S62-203,200L,ไม่ใช้งาน,200,0
1401,S62-206,200L,ไม่ใช้งาน,200,0
1400,S62-207,200L,ไม่ใช้งาน,200,0
1399,S62-208,200L,ไม่ใช้งาน,200,0
1398,S62-209,200L,ไม่ใช้งาน,200,0
1397,S62-210,200L,ไม่ใช้งาน,200,0
1393,S62-214,200L,ไม่ใช้งาน,200,0
1390,S62-217,200L,ไม่ใช้งาน,200,0
1385,S62-222,200L,ไม่ใช้งาน,200,0
1384,S62-223,200L,ไม่ใช้งาน,200,0
1382,S62-225,200L,ไม่ใช้งาน,200,0
1380,S62-227,200L,ไม่ใช้งาน,200,0
1377,S62-230,200L,ไม่ใช้งาน,200,0
1376,S62-231,200L,ไม่ใช้งาน,200,0
1374,S62-233,200L,ไม่ใช้งาน,200,0
1373,S62-234,200L,ไม่ใช้งาน,200,0
1372,S62-235,200L,ไม่ใช้งาน,200,0
1368,S62-239,200L,ไม่ใช้งาน,200,0
1366,S62-241,200L,ไม่ใช้งาน,200,0
1365,S62-242,200L,ไม่ใช้งาน,200,0
1363,S62-244,200L,ไม่ใช้งาน,200,0
1362,S62-245,200L,ไม่ใช้งาน,200,0
1360,S62-247,200L,ไม่ใช้งาน,200,0
1359,S62-248,200L,ไม่ใช้งาน,200,0
1357,S62-250,200L,ไม่ใช้งาน,200,0
1356,S62-251,200L,ไม่ใช้งาน,200,0
1355,S62-252,200L,ไม่ใช้งาน,200,0
1354,S62-253,200L,ไม่ใช้งาน,200,0
1349,S62-258,200L,ไม่ใช้งาน,200,0
1348,S62-259,200L,ไม่ใช้งาน,200,0
1347,S62-260,200L,ไม่ใช้งาน,200,0
1535,S62-71,200L,ไม่ใช้งาน,200,0
1534,S62-72,200L,ไม่ใช้งาน,200,0
1533,S62-73,200L,ไม่ใช้งาน,200,0
1531,S62-75,200L,ไม่ใช้งาน,200,0
1529,S62-77,200L,ไม่ใช้งาน,200,0
1528,S62-78,200L,ไม่ใช้งาน,200,0
1526,S62-80,200L,ไม่ใช้งาน,200,0
1525,S62-81,200L,ไม่ใช้งาน,200,0
1522,S62-84,200L,ไม่ใช้งาน,200,0
1521,S62-85,200L,ไม่ใช้งาน,200,0
1520,S62-86,200L,ไม่ใช้งาน,200,0
1519,S62-87,200L,ไม่ใช้งาน,200,0
1517,S62-89,200L,ไม่ใช้งาน,200,0
1516,S62-90,200L,ไม่ใช้งาน,200,0
1513,S62-93,200L,ไม่ใช้งาน,200,0
1512,S62-94,200L,ไม่ใช้งาน,200,0
1509,S62-97,200L,ไม่ใช้งาน,200,0
1343,S63-04,200L,ไม่ใช้งาน,200,0
1342,S63-05,200L,ไม่ใช้งาน,200,0
1339,S63-08,200L,ไม่ใช้งาน,200,0
1338,S63-09,200L,ไม่ใช้งาน,200,0
1246,S63-101,200L,ไม่ใช้งาน,200,0
1245,S63-102,200L,ไม่ใช้งาน,200,0
1244,S63-103,200L,ไม่ใช้งาน,200,0
1242,S63-105,200L,ไม่ใช้งาน,200,0
1241,S63-106,200L,ไม่ใช้งาน,200,0
1239,S63-108,200L,ไม่ใช้งาน,200,0
1237,S63-110,200L,ไม่ใช้งาน,200,0
1236,S63-111,200L,ไม่ใช้งาน,200,0
1234,S63-113,200L,ไม่ใช้งาน,200,0
1233,S63-114,200L,ไม่ใช้งาน,200,0
1232,S63-115,200L,ไม่ใช้งาน,200,0
1231,S63-116,200L,ไม่ใช้งาน,200,0
1230,S63-117,200L,ไม่ใช้งาน,200,0
1229,S63-118,200L,ไม่ใช้งาน,200,0
1228,S63-119,200L,ไม่ใช้งาน,200,0
1335,S63-12,200L,ไม่ใช้งาน,200,0
1227,S63-120,200L,ไม่ใช้งาน,200,0
1226,S63-121,200L,ไม่ใช้งาน,200,0
1225,S63-122,200L,ไม่ใช้งาน,200,0
1224,S63-123,200L,ไม่ใช้งาน,200,0
489,S63-124,200L,ไม่ใช้งาน,200,0
1223,S63-125,200L,ไม่ใช้งาน,200,0
1220,S63-128,200L,ไม่ใช้งาน,200,0
1219,S63-129,200L,ไม่ใช้งาน,200,0
1334,S63-13,200L,ไม่ใช้งาน,200,0
1218,S63-130,200L,ไม่ใช้งาน,200,0
1216,S63-132,200L,ไม่ใช้งาน,200,0
1213,S63-135,200L,ไม่ใช้งาน,200,0
1209,S63-139,200L,ไม่ใช้งาน,200,0
1333,S63-14,200L,ไม่ใช้งาน,200,0
1208,S63-140,200L,ไม่ใช้งาน,200,0
1206,S63-142,200L,ไม่ใช้งาน,200,0
1205,S63-143,200L,ไม่ใช้งาน,200,0
1204,S63-144,200L,ไม่ใช้งาน,200,0
1202,S63-146,200L,ไม่ใช้งาน,200,0
1195,S63-153,200L,ไม่ใช้งาน,200,0
1194,S63-154,200L,ไม่ใช้งาน,200,0
1191,S63-157,200L,ไม่ใช้งาน,200,0
1185,S63-163,200L,ไม่ใช้งาน,200,0
1183,S63-165,200L,ไม่ใช้งาน,200,0
1330,S63-17,200L,ไม่ใช้งาน,200,0
1178,S63-170,200L,ไม่ใช้งาน,200,0
1177,S63-171,200L,ไม่ใช้งาน,200,0
500,S63-172,200L,ไม่ใช้งาน,200,0
1176,S63-172,200L,ไม่ใช้งาน,200,0
1174,S63-174,200L,ไม่ใช้งาน,200,0
1173,S63-175,200L,ไม่ใช้งาน,200,0
1172,S63-176,200L,ไม่ใช้งาน,200,0
1169,S63-179,200L,ไม่ใช้งาน,200,0
1329,S63-18,200L,ไม่ใช้งาน,200,0
1168,S63-180,200L,ไม่ใช้งาน,200,0
1164,S63-184,200L,ไม่ใช้งาน,200,0
1163,S63-185,200L,ไม่ใช้งาน,200,0
1161,S63-187,200L,ไม่ใช้งาน,200,0
1158,S63-190,200L,ไม่ใช้งาน,200,0
1157,S63-191,200L,ไม่ใช้งาน,200,0
1155,S63-193,200L,ไม่ใช้งาน,200,0
1153,S63-196,200L,ไม่ใช้งาน,200,0
1152,S63-197,200L,ไม่ใช้งาน,200,0
1151,S63-198,200L,ไม่ใช้งาน,200,0
1149,S63-200,200L,ไม่ใช้งาน,200,0
1147,S63-202,200L,ไม่ใช้งาน,200,0
1146,S63-203,200L,ไม่ใช้งาน,200,0
1326,S63-21,200L,ไม่ใช้งาน,200,0
1325,S63-22,200L,ไม่ใช้งาน,200,0
1323,S63-24,200L,ไม่ใช้งาน,200,0
1322,S63-25,200L,ไม่ใช้งาน,200,0
1320,S63-27,200L,ไม่ใช้งาน,200,0
1318,S63-29,200L,ไม่ใช้งาน,200,0
1317,S63-30,200L,ไม่ใช้งาน,200,0
1316,S63-31,200L,ไม่ใช้งาน,200,0
1314,S63-33,200L,ไม่ใช้งาน,200,0
1313,S63-34,200L,ไม่ใช้งาน,200,0
1312,S63-35,200L,ไม่ใช้งาน,200,0
1309,S63-38,200L,ไม่ใช้งาน,200,0
1307,S63-40,200L,ไม่ใช้งาน,200,0
1304,S63-43,200L,ไม่ใช้งาน,200,0
1299,S63-48,200L,ไม่ใช้งาน,200,0
1292,S63-55,200L,ไม่ใช้งาน,200,0
1291,S63-56,200L,ไม่ใช้งาน,200,0
1288,S63-59,200L,ไม่ใช้งาน,200,0
1287,S63-60,200L,ไม่ใช้งาน,200,0
1282,S63-65,200L,ไม่ใช้งาน,200,0
1280,S63-67,200L,ไม่ใช้งาน,200,0
1279,S63-68,200L,ไม่ใช้งาน,200,0
1275,S63-72,200L,ไม่ใช้งาน,200,0
1272,S63-75,200L,ไม่ใช้งาน,200,0
1271,S63-76,200L,ไม่ใช้งาน,200,0
1269,S63-78,200L,ไม่ใช้งาน,200,0
1268,S63-79,200L,ไม่ใช้งาน,200,0
1267,S63-80,200L,ไม่ใช้งาน,200,0
1266,S63-81,200L,ไม่ใช้งาน,200,0
1264,S63-83,200L,ไม่ใช้งาน,200,0
1262,S63-85,200L,ไม่ใช้งาน,200,0
1261,S63-86,200L,ไม่ใช้งาน,200,0
1257,S63-90,200L,ไม่ใช้งาน,200,0
1256,S63-91,200L,ไม่ใช้งาน,200,0
1255,S63-92,200L,ไม่ใช้งาน,200,0
1253,S63-94,200L,ไม่ใช้งาน,200,0
1252,S63-95,200L,ไม่ใช้งาน,200,0
1251,S63-96,200L,ไม่ใช้งาน,200,0
1248,S63-99,200L,ไม่ใช้งาน,200,0
1141,S64-03,200L,ไม่ใช้งาน,200,0
1140,S64-04,200L,ไม่ใช้งาน,200,0
1138,S64-06,200L,ไม่ใช้งาน,200,0
1136,S64-08,200L,ไม่ใช้งาน,200,0
1134,S64-10,200L,ไม่ใช้งาน,200,0
1043,S64-101,200L,ไม่ใช้งาน,200,0
1042,S64-102,200L,ไม่ใช้งาน,200,0
1041,S64-103,200L,ไม่ใช้งาน,200,0
1040,S64-104,200L,ไม่ใช้งาน,200,0
1038,S64-106,200L,ไม่ใช้งาน,200,0
1037,S64-107,200L,ไม่ใช้งาน,200,0
1035,S64-109,200L,ไม่ใช้งาน,200,0
1133,S64-11,200L,ไม่ใช้งาน,200,0
1033,S64-111,200L,ไม่ใช้งาน,200,0
1032,S64-112,200L,ไม่ใช้งาน,200,0
1031,S64-113,200L,ไม่ใช้งาน,200,0
1030,S64-114,200L,ไม่ใช้งาน,200,0
1029,S64-115,200L,ไม่ใช้งาน,200,0
1028,S64-116,200L,ไม่ใช้งาน,200,0
1027,S64-117,200L,ไม่ใช้งาน,200,0
1026,S64-118,200L,ไม่ใช้งาน,200,0
1025,S64-119,200L,ไม่ใช้งาน,200,0
1024,S64-120,200L,ไม่ใช้งาน,200,0
1023,S64-121,200L,ไม่ใช้งาน,200,0
1022,S64-122,200L,ไม่ใช้งาน,200,0
1021,S64-123,200L,ไม่ใช้งาน,200,0
1020,S64-124,200L,ไม่ใช้งาน,200,0
1019,S64-125,200L,ไม่ใช้งาน,200,0
1017,S64-127,200L,ไม่ใช้งาน,200,0
1016,S64-128,200L,ไม่ใช้งาน,200,0
1015,S64-129,200L,ไม่ใช้งาน,200,0
483,S64-13,200L,ไม่ใช้งาน,200,0
1014,S64-130,200L,ไม่ใช้งาน,200,0
1012,S64-132,200L,ไม่ใช้งาน,200,0
1011,S64-133,200L,ไม่ใช้งาน,200,0
1010,S64-134,200L,ไม่ใช้งาน,200,0
1009,S64-135,200L,ไม่ใช้งาน,200,0
1008,S64-136,200L,ไม่ใช้งาน,200,0
1005,S64-139,200L,ไม่ใช้งาน,200,0
1004,S64-140,200L,ไม่ใช้งาน,200,0
1003,S64-141,200L,ไม่ใช้งาน,200,0
1001,S64-143,200L,ไม่ใช้งาน,200,0
999,S64-145,200L,ไม่ใช้งาน,200,0
998,S64-146,200L,ไม่ใช้งาน,200,0
997,S64-147,200L,ไม่ใช้งาน,200,0
1129,S64-15,200L,ไม่ใช้งาน,200,0
1128,S64-16,200L,ไม่ใช้งาน,200,0
1127,S64-17,200L,ไม่ใช้งาน,200,0
1125,S64-19,200L,ไม่ใช้งาน,200,0
1117,S64-27,200L,ไม่ใช้งาน,200,0
1116,S64-28,200L,ไม่ใช้งาน,200,0
1112,S64-32,200L,ไม่ใช้งาน,200,0
1110,S64-34,200L,ไม่ใช้งาน,200,0
1107,S64-37,200L,ไม่ใช้งาน,200,0
1102,S64-42,200L,ไม่ใช้งาน,200,0
1098,S64-46,200L,ไม่ใช้งาน,200,0
1094,S64-50,200L,ใช้งาน,200,1
1093,S64-51,200L,ไม่ใช้งาน,200,0
1092,S64-52,200L,ไม่ใช้งาน,200,0
1091,S64-53,200L,ไม่ใช้งาน,200,0
1087,S64-57,200L,ไม่ใช้งาน,200,0
1085,S64-59,200L,ไม่ใช้งาน,200,0
1083,S64-61,200L,ไม่ใช้งาน,200,0
1081,S64-63,200L,ไม่ใช้งาน,200,0
1078,S64-66,200L,ไม่ใช้งาน,200,0
1076,S64-68,200L,ไม่ใช้งาน,200,0
1075,S64-69,200L,ไม่ใช้งาน,200,0
1073,S64-71,200L,ไม่ใช้งาน,200,0
1072,S64-72,200L,ไม่ใช้งาน,200,0
1071,S64-73,200L,ไม่ใช้งาน,200,0
1070,S64-74,200L,ไม่ใช้งาน,200,0
1069,S64-75,200L,ไม่ใช้งาน,200,0
1068,S64-76,200L,ไม่ใช้งาน,200,0
1067,S64-77,200L,ไม่ใช้งาน,200,0
1066,S64-78,200L,ไม่ใช้งาน,200,0
1065,S64-79,200L,ไม่ใช้งาน,200,0
1064,S64-80,200L,ไม่ใช้งาน,200,0
1062,S64-82,200L,ไม่ใช้งาน,200,0
1061,S64-83,200L,ไม่ใช้งาน,200,0
1060,S64-84,200L,ไม่ใช้งาน,200,0
1059,S64-85,200L,ไม่ใช้งาน,200,0
1058,S64-86,200L,ไม่ใช้งาน,200,0
1057,S64-87,200L,ไม่ใช้งาน,200,0
1056,S64-88,200L,ไม่ใช้งาน,200,0
1054,S64-90,200L,ไม่ใช้งาน,200,0
1052,S64-92,200L,ไม่ใช้งาน,200,0
1051,S64-93,200L,ไม่ใช้งาน,200,0
1049,S64-95,200L,ไม่ใช้งาน,200,0
1048,S64-96,200L,ไม่ใช้งาน,200,0
1047,S64-97,200L,ไม่ใช้งาน,200,0
1046,S64-98,200L,ใช้งาน,200,1
993,S65-01,200L,ไม่ใช้งาน,200,0
992,S65-02,200L,ไม่ใช้งาน,200,0
991,S65-03,200L,ไม่ใช้งาน,200,0
990,S65-04,200L,ไม่ใช้งาน,200,0
989,S65-05,200L,ไม่ใช้งาน,200,0
988,S65-06,200L,ไม่ใช้งาน,200,0
987,S65-07,200L,ไม่ใช้งาน,200,0
986,S65-08,200L,ไม่ใช้งาน,200,0
984,S65-10,200L,ไม่ใช้งาน,200,0
591,S65-109,200L,ไม่ใช้งาน,200,0
983,S65-11,200L,ไม่ใช้งาน,200,0
479,S65-110,200L,ไม่ใช้งาน,200,0
590,S65-110,200L,ไม่ใช้งาน,200,0
586,S65-114,200L,ไม่ใช้งาน,200,0
585,S65-115,200L,ไม่ใช้งาน,200,0
982,S65-12,200L,ไม่ใช้งาน,200,0
583,S65-121,200L,ไม่ใช้งาน,200,0
582,S65-122,200L,ไม่ใช้งาน,200,0
486,S65-125,200L,ไม่ใช้งาน,200,0
577,S65-127,200L,ไม่ใช้งาน,200,0
576,S65-128,200L,ไม่ใช้งาน,200,0
981,S65-13,200L,ไม่ใช้งาน,200,0
574,S65-130,200L,ไม่ใช้งาน,200,0
354,S65-132,200L,ไม่ใช้งาน,200,0
573,S65-132,200L,ไม่ใช้งาน,200,0
980,S65-14,200L,ไม่ใช้งาน,200,0
571,S65-142,200L,ไม่ใช้งาน,200,0
537,S65-147,200L,ไม่ใช้งาน,200,0
979,S65-15,200L,ไม่ใช้งาน,200,0
569,S65-159,200L,ไม่ใช้งาน,200,0
978,S65-16,200L,ไม่ใช้งาน,200,0
977,S65-17,200L,ไม่ใช้งาน,200,0
529,S65-178,200L,ไม่ใช้งาน,200,0
976,S65-18,200L,ไม่ใช้งาน,200,0
975,S65-19,200L,ไม่ใช้งาน,200,0
974,S65-20,200L,ไม่ใช้งาน,200,0
973,S65-21,200L,ไม่ใช้งาน,200,0
972,S65-22,200L,ไม่ใช้งาน,200,0
971,S65-23,200L,ไม่ใช้งาน,200,0
970,S65-24,200L,ไม่ใช้งาน,200,0
969,S65-25,200L,ไม่ใช้งาน,200,0
968,S65-26,200L,ไม่ใช้งาน,200,0
967,S65-27,200L,ไม่ใช้งาน,200,0
966,S65-28,200L,ไม่ใช้งาน,200,0
963,S65-31,200L,ไม่ใช้งาน,200,0
961,S65-33,200L,ไม่ใช้งาน,200,0
960,S65-34,200L,ไม่ใช้งาน,200,0
955,S65-39,200L,ไม่ใช้งาน,200,0
954,S65-40,200L,ไม่ใช้งาน,200,0
953,S65-41,200L,ไม่ใช้งาน,200,0
952,S65-42,200L,ไม่ใช้งาน,200,0
951,S65-43,200L,ไม่ใช้งาน,200,0
950,S65-44,200L,ไม่ใช้งาน,200,0
949,S65-45,200L,ไม่ใช้งาน,200,0
948,S65-46,200L,ไม่ใช้งาน,200,0
942,S65-52,200L,ไม่ใช้งาน,200,0
941,S65-53,200L,ไม่ใช้งาน,200,0
940,S65-54,200L,ไม่ใช้งาน,200,0
937,S65-57,200L,ไม่ใช้งาน,200,0
936,S65-58,200L,ไม่ใช้งาน,200,0
935,S65-59,200L,ไม่ใช้งาน,200,0
934,S65-60,200L,ไม่ใช้งาน,200,0
933,S65-61,200L,ไม่ใช้งาน,200,0
932,S65-62,200L,ไม่ใช้งาน,200,0
931,S65-63,200L,ไม่ใช้งาน,200,0
930,S65-64,200L,ไม่ใช้งาน,200,0
928,S65-66,200L,ไม่ใช้งาน,200,0
925,S65-69,200L,ไม่ใช้งาน,200,0
924,S65-70,200L,ไม่ใช้งาน,200,0
922,S65-72,200L,ไม่ใช้งาน,200,0
920,S65-74,200L,ไม่ใช้งาน,200,0
919,S65-75,200L,ไม่ใช้งาน,200,0
547,S65-80,200L,ไม่ใช้งาน,200,0
616,S65-82 สีฟ้า,200L,ไม่ใช้งาน,200,0
614,S65-84,200L,ไม่ใช้งาน,200,0
611,S65-87,200L,ไม่ใช้งาน,200,0
502,S65-88,200L,ไม่ใช้งาน,200,0
607,S65-91,200L,ไม่ใช้งาน,200,0
604,S65-94,200L,ไม่ใช้งาน,200,0
600,S65-98,200L,ไม่ใช้งาน,200,0
432,S66-06,200L,ไม่ใช้งาน,200,0
428,S66-10,200L,ไม่ใช้งาน,200,0
419,S66-19,200L,ไม่ใช้งาน,200,0
411,S66-27,200L,ไม่ใช้งาน,200,0
407,S66-31,200L,ไม่ใช้งาน,200,0
398,S66-40,200L,ไม่ใช้งาน,200,0
394,S66-44,200L,ไม่ใช้งาน,200,0
342,S66-90,200L,ไม่ใช้งาน,200,0
267,S67-05,200L,ไม่ใช้งาน,200,0
266,S67-06,200L,ไม่ใช้งาน,200,0
265,S67-07,200L,ไม่ใช้งาน,200,0
264,S67-08,200L,ไม่ใช้งาน,200,0
263,S67-09,200L,ไม่ใช้งาน,200,0
262,S67-10,200L,ไม่ใช้งาน,200,0
261,S67-11,200L,ไม่ใช้งาน,200,0
258,S67-14,200L,ไม่ใช้งาน,200,0
254,S67-18,200L,ไม่ใช้งาน,200,0
253,S67-19,200L,ไม่ใช้งาน,200,0
249,S67-23,200L,ไม่ใช้งาน,200,0
246,S67-26,200L,ไม่ใช้งาน,200,0
245,S67-27,200L,ไม่ใช้งาน,200,0
243,S67-29,200L,ไม่ใช้งาน,200,0
241,S67-31,200L,ไม่ใช้งาน,200,0
239,S67-33,200L,ไม่ใช้งาน,200,0
237,S67-35,200L,ไม่ใช้งาน,200,0
236,S67-36,200L,ไม่ใช้งาน,200,0
234,S67-38,200L,ไม่ใช้งาน,200,0
228,S67-44,200L,ไม่ใช้งาน,200,0
227,S67-45,200L,ไม่ใช้งาน,200,0
226,S67-46,200L,ใช้งาน,200,1
224,S67-48,200L,ไม่ใช้งาน,200,0
22,W24-015,130L,ไม่ใช้งาน,150,0
23,W24-016,130L,ไม่ใช้งาน,150,0
553,นครปฐมธารทิพย์,,ไม่ใช้งาน,150,0
